A_1_NUMBER_OF_VILLAGES_TOWNS_HOUSEHOLDS_POPULATION_AND_AREA,COLUMN_2,COLUMN_3,COLUMN_4,COLUMN_5,COLUMN_6,COLUMN_7,COLUMN_8,COLUMN_9,COLUMN_10,COLUMN_11,COLUMN_12,COLUMN_13,COLUMN_14,COLUMN_15
,,,India/ State/ Union Territory/ District/ Sub-district,Name,"Total/
Rural/
Urban",,,,,,,,,
,,,,,,,,,,,,,,
23.0,443.0,3576.0,SUB-DISTRICT,Shamshabad,Total,96.0,2.0,1.0,21448.0,108498.0,57308.0,51190.0,572.0571654608901,189.6628633479073
23.0,443.0,3576.0,SUB-DISTRICT,Shamshabad,Rural,96.0,2.0,0.0,19178.0,97169.0,51397.0,45772.0,568.0571654608901,171.054967542153
23.0,443.0,3576.0,SUB-DISTRICT,Shamshabad,Urban,0.0,0.0,1.0,2270.0,11329.0,5911.0,5418.0,4.0,2832.25
23.0,443.0,3577.0,SUB-DISTRICT,Gyaraspur,Total,117.0,11.0,0.0,15345.0,69107.0,36495.0,32612.0,395.68984766333176,174.64941394907586
23.0,443.0,3577.0,SUB-DISTRICT,Gyaraspur,Rural,117.0,11.0,0.0,15345.0,69107.0,36495.0,32612.0,395.68984766333176,174.64941394907586
23.0,443.0,3577.0,SUB-DISTRICT,Gyaraspur,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,443.0,3578.0,SUB-DISTRICT,Gulabganj,Total,75.0,1.0,0.0,11850.0,54164.0,28394.0,25770.0,469.8823503458076,115.27140774736117
23.0,443.0,3578.0,SUB-DISTRICT,Gulabganj,Rural,75.0,1.0,0.0,11850.0,54164.0,28394.0,25770.0,469.8823503458076,115.27140774736117
23.0,443.0,3578.0,SUB-DISTRICT,Gulabganj,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,443.0,3579.0,SUB-DISTRICT,Vidisha,Total,227.0,8.0,1.0,66222.0,322017.0,169029.0,152988.0,1070.9193215530368,300.69211892919634
23.0,443.0,3579.0,SUB-DISTRICT,Vidisha,Rural,227.0,8.0,0.0,34595.0,166066.0,87541.0,78525.0,1065.0893215530368,155.91743963581803
23.0,443.0,3579.0,SUB-DISTRICT,Vidisha,Urban,0.0,0.0,1.0,31627.0,155951.0,81488.0,74463.0,5.83,26749.742710120063
23.0,444.0,0.0,DISTRICT,Bhopal,Total,501.0,18.0,3.0,501805.0,2371061.0,1236130.0,1134931.0,2772.0,855.3611111111111
23.0,444.0,0.0,DISTRICT,Bhopal,Rural,501.0,18.0,0.0,93058.0,454010.0,238025.0,215985.0,2421.95,187.4563884473255
23.0,444.0,0.0,DISTRICT,Bhopal,Urban,0.0,0.0,3.0,408747.0,1917051.0,998105.0,918946.0,350.05,5476.5062133980855
23.0,444.0,3580.0,SUB-DISTRICT,Berasia,Total,290.0,13.0,1.0,53675.0,263538.0,138707.0,124831.0,1410.2307420682205,186.8758013412044
23.0,444.0,3580.0,SUB-DISTRICT,Berasia,Rural,290.0,13.0,0.0,47418.0,232587.0,122462.0,110125.0,1396.2407420682202,166.58087175960364
23.0,444.0,3580.0,SUB-DISTRICT,Berasia,Urban,0.0,0.0,1.0,6257.0,30951.0,16245.0,14706.0,13.99,2212.3659756969264
23.0,444.0,3581.0,SUB-DISTRICT,Huzur,Total,211.0,5.0,2.0,448130.0,2107523.0,1097423.0,1010100.0,1361.7677009576164,1547.6376760279722
23.0,444.0,3581.0,SUB-DISTRICT,Huzur,Rural,211.0,5.0,0.0,45640.0,221423.0,115563.0,105860.0,1025.7077009576165,215.87339140895216
23.0,444.0,3581.0,SUB-DISTRICT,Huzur,Urban,0.0,0.0,2.0,402490.0,1886100.0,981860.0,904240.0,336.06,5612.390644527763
23.0,445.0,0.0,DISTRICT,Sehore,Total,1031.0,41.0,8.0,257311.0,1311332.0,683743.0,627589.0,6578.0,199.35117056856188
23.0,445.0,0.0,DISTRICT,Sehore,Rural,1031.0,41.0,0.0,210468.0,1062870.0,554636.0,508234.0,6479.6,164.0332736588678
23.0,445.0,0.0,DISTRICT,Sehore,Urban,0.0,0.0,8.0,46843.0,248462.0,129107.0,119355.0,98.4,2525.020325203252
23.0,445.0,3582.0,SUB-DISTRICT,Sehore,Total,154.0,3.0,1.0,53098.0,275078.0,143539.0,131539.0,911.1215149135156,301.91143058026745
23.0,445.0,3582.0,SUB-DISTRICT,Sehore,Rural,154.0,3.0,0.0,32784.0,165960.0,87204.0,78756.0,896.0115149135157,185.2208339264688
23.0,445.0,3582.0,SUB-DISTRICT,Sehore,Urban,0.0,0.0,1.0,20314.0,109118.0,56335.0,52783.0,15.11,7221.57511581734
23.0,445.0,3583.0,SUB-DISTRICT,Shyampur,Total,144.0,3.0,0.0,30124.0,152354.0,80246.0,72108.0,680.6754549529328,223.8276683717572
23.0,445.0,3583.0,SUB-DISTRICT,Shyampur,Rural,144.0,3.0,0.0,30124.0,152354.0,80246.0,72108.0,680.6754549529328,223.8276683717572
23.0,445.0,3583.0,SUB-DISTRICT,Shyampur,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,445.0,3584.0,SUB-DISTRICT,Ashta,Total,186.0,9.0,2.0,50438.0,253462.0,131462.0,122000.0,713.2050962396735,355.38444878809975
23.0,445.0,3584.0,SUB-DISTRICT,Ashta,Rural,186.0,9.0,0.0,38480.0,189752.0,98452.0,91300.0,672.4250962396735,282.1905384869312
23.0,445.0,3584.0,SUB-DISTRICT,Ashta,Urban,0.0,0.0,2.0,11958.0,63710.0,33010.0,30700.0,40.78,1562.285434036292
23.0,445.0,3585.0,SUB-DISTRICT,Jawar,Total,96.0,3.0,1.0,22204.0,108461.0,56142.0,52319.0,737.9355373587547,146.97896294330465
23.0,445.0,3585.0,SUB-DISTRICT,Jawar,Rural,96.0,3.0,0.0,20702.0,100255.0,51960.0,48295.0,736.4755373587547,136.1280788219357
23.0,445.0,3585.0,SUB-DISTRICT,Jawar,Urban,0.0,0.0,1.0,1502.0,8206.0,4182.0,4024.0,1.46,5620.54794520548
23.0,445.0,3586.0,SUB-DISTRICT,Ichhawar,Total,143.0,16.0,1.0,32106.0,162307.0,84198.0,78109.0,1148.9815008011667,141.2616303106933
23.0,445.0,3586.0,SUB-DISTRICT,Ichhawar,Rural,143.0,16.0,0.0,29371.0,147086.0,76243.0,70843.0,1148.6715008011668,128.04879366939247
23.0,445.0,3586.0,SUB-DISTRICT,Ichhawar,Urban,0.0,0.0,1.0,2735.0,15221.0,7955.0,7266.0,0.31,49100.0
23.0,445.0,3587.0,SUB-DISTRICT,Nasrullaganj,Total,128.0,0.0,1.0,32987.0,176263.0,91834.0,84429.0,1307.173021424779,134.8428992268205
23.0,445.0,3587.0,SUB-DISTRICT,Nasrullaganj,Rural,128.0,0.0,0.0,28316.0,152475.0,79235.0,73240.0,1299.0930214247794,117.37034799307378
23.0,445.0,3587.0,SUB-DISTRICT,Nasrullaganj,Urban,0.0,0.0,1.0,4671.0,23788.0,12599.0,11189.0,8.08,2944.059405940594
23.0,445.0,3588.0,SUB-DISTRICT,Budni,Total,82.0,4.0,1.0,19016.0,91906.0,48652.0,43254.0,615.3870903985585,149.34664934306085
23.0,445.0,3588.0,SUB-DISTRICT,Budni,Rural,82.0,4.0,0.0,15568.0,75098.0,39688.0,35410.0,592.0070903985585,126.85321040570912
23.0,445.0,3588.0,SUB-DISTRICT,Budni,Urban,0.0,0.0,1.0,3448.0,16808.0,8964.0,7844.0,23.38,718.9050470487597
23.0,445.0,3589.0,SUB-DISTRICT,Rehti,Total,98.0,3.0,1.0,17338.0,91501.0,47670.0,43831.0,463.5369755187437,197.3974134374099
23.0,445.0,3589.0,SUB-DISTRICT,Rehti,Rural,98.0,3.0,0.0,15123.0,79890.0,41608.0,38282.0,454.2569755187437,175.86961633064354
23.0,445.0,3589.0,SUB-DISTRICT,Rehti,Urban,0.0,0.0,1.0,2215.0,11611.0,6062.0,5549.0,9.28,1251.1853448275865
23.0,446.0,0.0,DISTRICT,Raisen,Total,1424.0,61.0,12.0,278895.0,1331597.0,700358.0,631239.0,8466.0,157.28762107252538
23.0,446.0,0.0,DISTRICT,Raisen,Rural,1424.0,61.0,0.0,215979.0,1028172.0,539960.0,488212.0,8237.63,124.8140545278193
23.0,446.0,0.0,DISTRICT,Raisen,Urban,0.0,0.0,12.0,62916.0,303425.0,160398.0,143027.0,228.37,1328.655252441214
23.0,446.0,3590.0,SUB-DISTRICT,Raisen,Total,214.0,8.0,2.0,45581.0,226059.0,118147.0,107912.0,1359.3882117954547,166.2946596406228
23.0,446.0,3590.0,SUB-DISTRICT,Raisen,Rural,214.0,8.0,0.0,35339.0,173496.0,90791.0,82705.0,1325.9082117954547,130.85068668898543
23.0,446.0,3590.0,SUB-DISTRICT,Raisen,Urban,0.0,0.0,2.0,10242.0,52563.0,27356.0,25207.0,33.48,1569.9820788530467
23.0,446.0,3591.0,SUB-DISTRICT,Gairatganj,Total,163.0,6.0,1.0,26514.0,125018.0,65772.0,59246.0,918.759000972758,136.0726805045003
23.0,446.0,3591.0,SUB-DISTRICT,Gairatganj,Rural,163.0,6.0,0.0,22684.0,106834.0,56323.0,50511.0,904.209000972758,118.15188732369045
23.0,446.0,3591.0,SUB-DISTRICT,Gairatganj,Urban,0.0,0.0,1.0,3830.0,18184.0,9449.0,8735.0,14.55,1249.7594501718213
23.0,446.0,3592.0,SUB-DISTRICT,Begamganj,Total,207.0,19.0,1.0,31328.0,146510.0,77527.0,68983.0,907.4600172263796,161.4506393877306
23.0,446.0,3592.0,SUB-DISTRICT,Begamganj,Rural,207.0,19.0,0.0,24343.0,112479.0,59708.0,52771.0,889.0000172263794,126.5230571658783
23.0,446.0,3592.0,SUB-DISTRICT,Begamganj,Urban,0.0,0.0,1.0,6985.0,34031.0,17819.0,16212.0,18.46,1843.499458288191
23.0,446.0,3593.0,SUB-DISTRICT,Goharganj,Total,219.0,11.0,4.0,56735.0,268988.0,142726.0,126262.0,1757.1892893736062,153.07855654861604
23.0,446.0,3593.0,SUB-DISTRICT,Goharganj,Rural,219.0,11.0,0.0,32501.0,161466.0,84619.0,76847.0,1695.8792893736063,95.21078593962866
23.0,446.0,3593.0,SUB-DISTRICT,Goharganj,Urban,0.0,0.0,4.0,24234.0,107522.0,58107.0,49415.0,61.31,1753.7432718969171
23.0,446.0,3594.0,SUB-DISTRICT,Baraily,Total,111.0,4.0,1.0,29674.0,142319.0,74974.0,67345.0,644.7378749323689,220.7393198591425
23.0,446.0,3594.0,SUB-DISTRICT,Baraily,Rural,111.0,4.0,0.0,22926.0,107656.0,56873.0,50783.0,618.2978749323688,174.1167232893623
23.0,446.0,3594.0,SUB-DISTRICT,Baraily,Urban,0.0,0.0,1.0,6748.0,34663.0,18101.0,16562.0,26.44,1311.0060514372162
23.0,446.0,3595.0,SUB-DISTRICT,Badi,Total,114.0,5.0,1.0,22820.0,111703.0,58920.0,52783.0,782.3092331017402,142.786247782241
23.0,446.0,3595.0,SUB-DISTRICT,Badi,Rural,114.0,5.0,0.0,19041.0,92100.0,48598.0,43502.0,744.8592331017402,123.6475241321471
23.0,446.0,3595.0,SUB-DISTRICT,Badi,Urban,0.0,0.0,1.0,3779.0,19603.0,10322.0,9281.0,37.45,523.4445927903871
23.0,446.0,3596.0,SUB-DISTRICT,Silwani,Total,241.0,8.0,1.0,33614.0,154774.0,80461.0,74313.0,1285.809811204378,120.37083451325358
23.0,446.0,3596.0,SUB-DISTRICT,Silwani,Rural,241.0,8.0,0.0,29997.0,136151.0,70806.0,65345.0,1262.8998112043778,107.8082352947366
23.0,446.0,3596.0,SUB-DISTRICT,Silwani,Urban,0.0,0.0,1.0,3617.0,18623.0,9655.0,8968.0,22.91,812.8764731558272
23.0,446.0,3597.0,SUB-DISTRICT,Udaipura,Total,155.0,0.0,1.0,32629.0,156226.0,81831.0,74395.0,810.348990560584,192.7885415047236
23.0,446.0,3597.0,SUB-DISTRICT,Udaipura,Rural,155.0,0.0,0.0,29148.0,137990.0,72242.0,65748.0,796.578990560584,173.22826943112196
23.0,446.0,3597.0,SUB-DISTRICT,Udaipura,Urban,0.0,0.0,1.0,3481.0,18236.0,9589.0,8647.0,13.77,1324.328249818446
23.0,447.0,0.0,DISTRICT,Betul,Total,1344.0,55.0,10.0,329832.0,1575362.0,799236.0,776126.0,10043.0,156.86169471273524
23.0,447.0,0.0,DISTRICT,Betul,Rural,1344.0,55.0,0.0,261879.0,1266211.0,640358.0,625853.0,9941.17,127.3704201819303
23.0,447.0,0.0,DISTRICT,Betul,Urban,0.0,0.0,10.0,67953.0,309151.0,158878.0,150273.0,101.83,3035.952076991064
23.0,447.0,3598.0,SUB-DISTRICT,Bhainsdehi,Total,286.0,11.0,1.0,58726.0,289295.0,146143.0,143152.0,2461.919644952357,117.50789697508525
23.0,447.0,3598.0,SUB-DISTRICT,Bhainsdehi,Rural,286.0,11.0,0.0,56198.0,277334.0,140050.0,137284.0,2443.049644952357,113.51959243767574
23.0,447.0,3598.0,SUB-DISTRICT,Bhainsdehi,Urban,0.0,0.0,1.0,2528.0,11961.0,6093.0,5868.0,18.87,633.8632750397456
23.0,447.0,3599.0,SUB-DISTRICT,Athner,Total,98.0,3.0,1.0,22674.0,106793.0,54283.0,52510.0,940.9525044373124,113.4945701258981
23.0,447.0,3599.0,SUB-DISTRICT,Athner,Rural,98.0,3.0,0.0,20039.0,94878.0,48292.0,46586.0,937.4525044373124,101.20832740955623
23.0,447.0,3599.0,SUB-DISTRICT,Athner,Urban,0.0,0.0,1.0,2635.0,11915.0,5991.0,5924.0,3.5,3404.285714285714
23.0,447.0,3600.0,SUB-DISTRICT,Betul,Total,189.0,4.0,2.0,59111.0,280179.0,142886.0,137293.0,1346.7159084725947,208.0461055203326
23.0,447.0,3600.0,SUB-DISTRICT,Betul,Rural,189.0,4.0,0.0,34418.0,166219.0,84661.0,81558.0,1328.4259084725948,125.12478034331342
23.0,447.0,3600.0,SUB-DISTRICT,Betul,Urban,0.0,0.0,2.0,24693.0,113960.0,58225.0,55735.0,18.29,6230.727173318754
23.0,447.0,3601.0,SUB-DISTRICT,Chicholi,Total,79.0,1.0,1.0,17881.0,86795.0,43769.0,43026.0,668.8152460859139,129.7742545612523
23.0,447.0,3601.0,SUB-DISTRICT,Chicholi,Rural,79.0,1.0,0.0,15945.0,77513.0,38950.0,38563.0,665.935246085914,116.39720296468565
23.0,447.0,3601.0,SUB-DISTRICT,Chicholi,Urban,0.0,0.0,1.0,1936.0,9282.0,4819.0,4463.0,2.88,3222.916666666667
23.0,447.0,3602.0,SUB-DISTRICT,Ghoda Dongri,Total,160.0,12.0,2.0,49478.0,235790.0,119806.0,115984.0,1140.9872352511172,206.65437150846435
23.0,447.0,3602.0,SUB-DISTRICT,Ghoda Dongri,Rural,160.0,12.0,0.0,27901.0,139904.0,69991.0,69913.0,1101.5672352511172,127.00450369523472
23.0,447.0,3602.0,SUB-DISTRICT,Ghoda Dongri,Urban,0.0,0.0,2.0,21577.0,95886.0,49815.0,46071.0,39.42,2432.4200913242007
23.0,447.0,3603.0,SUB-DISTRICT,Shahpur,Total,126.0,5.0,1.0,23205.0,113306.0,57073.0,56233.0,956.5408385697928,118.4539074875398
23.0,447.0,3603.0,SUB-DISTRICT,Shahpur,Rural,126.0,5.0,0.0,21907.0,107350.0,54056.0,53294.0,954.6508385697928,112.44949007830556
23.0,447.0,3603.0,SUB-DISTRICT,Shahpur,Urban,0.0,0.0,1.0,1298.0,5956.0,3017.0,2939.0,1.89,3151.322751322752
23.0,447.0,3604.0,SUB-DISTRICT,Multai,Total,254.0,13.0,1.0,62456.0,287078.0,145697.0,141381.0,1810.289940887415,158.58122697145
23.0,447.0,3604.0,SUB-DISTRICT,Multai,Rural,254.0,13.0,0.0,55782.0,257102.0,130341.0,126761.0,1799.699940887415,142.85825884576371
23.0,447.0,3604.0,SUB-DISTRICT,Multai,Urban,0.0,0.0,1.0,6674.0,29976.0,15356.0,14620.0,10.59,2830.5949008498583
23.0,447.0,3605.0,SUB-DISTRICT,Amla,Total,152.0,6.0,1.0,36301.0,176126.0,89579.0,86547.0,716.7522257002347,245.7278731543984
23.0,447.0,3605.0,SUB-DISTRICT,Amla,Rural,152.0,6.0,0.0,29689.0,145911.0,74017.0,71894.0,710.3622257002347,205.40365847320956
23.0,447.0,3605.0,SUB-DISTRICT,Amla,Urban,0.0,0.0,1.0,6612.0,30215.0,15562.0,14653.0,6.39,4728.4820031298905
23.0,448.0,0.0,DISTRICT,Harda,Total,511.0,56.0,3.0,113379.0,570465.0,294838.0,275627.0,3334.0,171.10527894421116
23.0,448.0,0.0,DISTRICT,Harda,Rural,511.0,56.0,0.0,89743.0,451101.0,233312.0,217789.0,3305.98,136.45000877198288
23.0,448.0,0.0,DISTRICT,Harda,Urban,0.0,0.0,3.0,23636.0,119364.0,61526.0,57838.0,28.02,4259.957173447538
23.0,448.0,3606.0,SUB-DISTRICT,Khirkiya,Total,80.0,7.0,1.0,18434.0,90046.0,46614.0,43432.0,450.8633103382489,199.71906769802416
23.0,448.0,3606.0,SUB-DISTRICT,Khirkiya,Rural,80.0,7.0,0.0,13962.0,67309.0,34874.0,32435.0,441.1133103382489,152.58891178864445
23.0,448.0,3606.0,SUB-DISTRICT,Khirkiya,Urban,0.0,0.0,1.0,4472.0,22737.0,11740.0,10997.0,9.75,2332.0
23.0,448.0,3607.0,SUB-DISTRICT,Sirali,Total,100.0,6.0,0.0,16009.0,82167.0,42309.0,39858.0,435.41119237101685,188.71127210249784
23.0,448.0,3607.0,SUB-DISTRICT,Sirali,Rural,100.0,6.0,0.0,16009.0,82167.0,42309.0,39858.0,435.41119237101685,188.71127210249784
23.0,448.0,3607.0,SUB-DISTRICT,Sirali,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,448.0,3608.0,SUB-DISTRICT,Harda,Total,73.0,12.0,1.0,30841.0,153933.0,79538.0,74395.0,500.61539177709886,307.4875493811012
23.0,448.0,3608.0,SUB-DISTRICT,Harda,Rural,73.0,12.0,0.0,16097.0,79665.0,41314.0,38351.0,490.8953917770989,162.28508422457045
23.0,448.0,3608.0,SUB-DISTRICT,Harda,Urban,0.0,0.0,1.0,14744.0,74268.0,38224.0,36044.0,9.72,7640.74074074074
23.0,448.0,3609.0,SUB-DISTRICT,Handiya,Total,99.0,11.0,0.0,14386.0,71501.0,37319.0,34182.0,501.7473009561501,142.50400523080995
23.0,448.0,3609.0,SUB-DISTRICT,Handiya,Rural,99.0,11.0,0.0,14386.0,71501.0,37319.0,34182.0,501.7473009561501,142.50400523080995
23.0,448.0,3609.0,SUB-DISTRICT,Handiya,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,448.0,3610.0,SUB-DISTRICT,Timarni,Total,53.0,8.0,1.0,15424.0,76786.0,39938.0,36848.0,415.9714310574023,184.59440785346592
23.0,448.0,3610.0,SUB-DISTRICT,Timarni,Rural,53.0,8.0,0.0,11004.0,54427.0,28376.0,26051.0,407.4214310574023,133.58894709770848
23.0,448.0,3610.0,SUB-DISTRICT,Timarni,Urban,0.0,0.0,1.0,4420.0,22359.0,11562.0,10797.0,8.55,2615.087719298245
23.0,448.0,3611.0,SUB-DISTRICT,Rehatgaon,Total,106.0,12.0,0.0,18285.0,96032.0,49120.0,46912.0,1029.383130200143,93.29082358414844
23.0,448.0,3611.0,SUB-DISTRICT,Rehatgaon,Rural,106.0,12.0,0.0,18285.0,96032.0,49120.0,46912.0,1029.383130200143,93.29082358414844
23.0,448.0,3611.0,SUB-DISTRICT,Rehatgaon,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,449.0,0.0,DISTRICT,Hoshangabad,Total,921.0,40.0,12.0,257199.0,1241350.0,648725.0,592625.0,6703.0,185.19319707593613
23.0,449.0,0.0,DISTRICT,Hoshangabad,Rural,921.0,40.0,0.0,175529.0,851364.0,445062.0,406302.0,6583.05,129.3266798824253
23.0,449.0,0.0,DISTRICT,Hoshangabad,Urban,0.0,0.0,12.0,81670.0,389986.0,203663.0,186323.0,119.95,3251.2380158399333
23.0,449.0,3612.0,SUB-DISTRICT,Seoni-Malwa,Total,176.0,11.0,1.0,38618.0,186788.0,97198.0,89590.0,1359.0243993056588,137.44271265139326
23.0,449.0,3612.0,SUB-DISTRICT,Seoni-Malwa,Rural,176.0,11.0,0.0,32576.0,156688.0,81662.0,75026.0,1354.414399305659,115.6868976587418
23.0,449.0,3612.0,SUB-DISTRICT,Seoni-Malwa,Urban,0.0,0.0,1.0,6042.0,30100.0,15536.0,14564.0,4.61,6529.284164859002
23.0,449.0,3613.0,SUB-DISTRICT,Itarsi,Total,122.0,12.0,4.0,49297.0,240719.0,124898.0,115821.0,1031.7843130947133,233.3036051672391
23.0,449.0,3613.0,SUB-DISTRICT,Itarsi,Rural,122.0,12.0,0.0,24478.0,123325.0,63831.0,59494.0,981.3943130947132,125.6630473138864
23.0,449.0,3613.0,SUB-DISTRICT,Itarsi,Urban,0.0,0.0,4.0,24819.0,117394.0,61067.0,56327.0,50.39,2329.7082754514786
23.0,449.0,3614.0,SUB-DISTRICT,Hoshangabad,Total,40.0,0.0,1.0,34376.0,165749.0,86910.0,78839.0,230.9574469159255,717.6603405229749
23.0,449.0,3614.0,SUB-DISTRICT,Hoshangabad,Rural,40.0,0.0,0.0,9639.0,47761.0,25194.0,22567.0,206.68744691592548,231.07837806631676
23.0,449.0,3614.0,SUB-DISTRICT,Hoshangabad,Urban,0.0,0.0,1.0,24737.0,117988.0,61716.0,56272.0,24.27,4861.47507210548
23.0,449.0,3615.0,SUB-DISTRICT,Dolariya,Total,52.0,3.0,1.0,12417.0,57603.0,30148.0,27455.0,172.17074183277705,334.5690410972825
23.0,449.0,3615.0,SUB-DISTRICT,Dolariya,Rural,52.0,3.0,0.0,10300.0,48063.0,25119.0,22944.0,169.37074183277704,283.77392387791224
23.0,449.0,3615.0,SUB-DISTRICT,Dolariya,Urban,0.0,0.0,1.0,2117.0,9540.0,5029.0,4511.0,2.8,3407.1428571428573
23.0,449.0,3616.0,SUB-DISTRICT,Babai,Total,105.0,1.0,1.0,27711.0,134364.0,70230.0,64134.0,582.9169205505953,230.50283027139827
23.0,449.0,3616.0,SUB-DISTRICT,Babai,Rural,105.0,1.0,0.0,24342.0,117623.0,61565.0,56058.0,574.7269205505952,204.65893591223423
23.0,449.0,3616.0,SUB-DISTRICT,Babai,Urban,0.0,0.0,1.0,3369.0,16741.0,8665.0,8076.0,8.19,2044.0781440781443
23.0,449.0,3617.0,SUB-DISTRICT,Sohagpur,Total,159.0,8.0,1.0,30465.0,149184.0,78210.0,70974.0,1611.8353687458464,92.55535825354087
23.0,449.0,3617.0,SUB-DISTRICT,Sohagpur,Rural,159.0,8.0,0.0,25174.0,124144.0,65277.0,58867.0,1608.9353687458463,77.15909688576824
23.0,449.0,3617.0,SUB-DISTRICT,Sohagpur,Urban,0.0,0.0,1.0,5291.0,25040.0,12933.0,12107.0,2.9,8634.48275862069
23.0,449.0,3618.0,SUB-DISTRICT,Pipariya,Total,144.0,3.0,3.0,37733.0,181261.0,95623.0,85638.0,1078.3884870234208,168.0850659861165
23.0,449.0,3618.0,SUB-DISTRICT,Pipariya,Rural,144.0,3.0,0.0,22438.0,108078.0,56906.0,51172.0,1051.5984870234208,102.77496718915776
23.0,449.0,3618.0,SUB-DISTRICT,Pipariya,Urban,0.0,0.0,3.0,15295.0,73183.0,38717.0,34466.0,26.79,2731.728256812244
23.0,449.0,3619.0,SUB-DISTRICT,Bankhedi,Total,123.0,2.0,0.0,26582.0,125682.0,65508.0,60174.0,635.9197892002838,197.6381331960976
23.0,449.0,3619.0,SUB-DISTRICT,Bankhedi,Rural,123.0,2.0,0.0,26582.0,125682.0,65508.0,60174.0,635.9197892002838,197.6381331960976
23.0,449.0,3619.0,SUB-DISTRICT,Bankhedi,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,450.0,0.0,DISTRICT,Katni,Total,905.0,42.0,4.0,289551.0,1292042.0,662013.0,630029.0,4950.0,261.0185858585859
23.0,450.0,0.0,DISTRICT,Katni,Rural,905.0,42.0,0.0,233122.0,1028499.0,525188.0,503311.0,4849.39,212.08832451091783
23.0,450.0,0.0,DISTRICT,Katni,Urban,0.0,0.0,4.0,56429.0,263543.0,136825.0,126718.0,100.61,2619.451346784614
23.0,450.0,3620.0,SUB-DISTRICT,Murwara,Total,118.0,5.0,1.0,79183.0,369519.0,190729.0,178790.0,604.0367517669505,611.7492005562069
23.0,450.0,3620.0,SUB-DISTRICT,Murwara,Rural,118.0,5.0,0.0,31695.0,147636.0,75381.0,72255.0,535.4667517669504,275.7145976156801
23.0,450.0,3620.0,SUB-DISTRICT,Murwara,Urban,0.0,0.0,1.0,47488.0,221883.0,115348.0,106535.0,68.57,3235.8611637742456
23.0,450.0,3621.0,SUB-DISTRICT,Rithi,Total,112.0,4.0,0.0,28937.0,127211.0,64736.0,62475.0,685.088730812478,185.6854364676743
23.0,450.0,3621.0,SUB-DISTRICT,Rithi,Rural,112.0,4.0,0.0,28937.0,127211.0,64736.0,62475.0,685.088730812478,185.6854364676743
23.0,450.0,3621.0,SUB-DISTRICT,Rithi,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,450.0,3622.0,SUB-DISTRICT,Barhi,Total,50.0,0.0,1.0,23344.0,103512.0,52747.0,50765.0,508.2018989283268,203.6828280616059
23.0,450.0,3622.0,SUB-DISTRICT,Barhi,Rural,50.0,0.0,0.0,20479.0,89566.0,45536.0,44030.0,490.1018989283268,182.7497510126935
23.0,450.0,3622.0,SUB-DISTRICT,Barhi,Urban,0.0,0.0,1.0,2865.0,13946.0,7211.0,6735.0,18.1,770.4972375690608
23.0,450.0,3623.0,SUB-DISTRICT,Badwara,Total,106.0,3.0,0.0,23463.0,104196.0,53464.0,50732.0,487.27641617587375,213.83345579850987
23.0,450.0,3623.0,SUB-DISTRICT,Badwara,Rural,106.0,3.0,0.0,23463.0,104196.0,53464.0,50732.0,487.27641617587375,213.83345579850987
23.0,450.0,3623.0,SUB-DISTRICT,Badwara,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,450.0,3624.0,SUB-DISTRICT,Vijayraghavgarh,Total,133.0,0.0,2.0,46801.0,210861.0,108056.0,102805.0,722.7972426720657,291.72911509800537
23.0,450.0,3624.0,SUB-DISTRICT,Vijayraghavgarh,Rural,133.0,0.0,0.0,40725.0,183147.0,93790.0,89357.0,708.8572426720657,258.369371115713
23.0,450.0,3624.0,SUB-DISTRICT,Vijayraghavgarh,Urban,0.0,0.0,2.0,6076.0,27714.0,14266.0,13448.0,13.94,1988.091822094692
23.0,450.0,3625.0,SUB-DISTRICT,Bahoriband,Total,185.0,10.0,0.0,45738.0,198914.0,101338.0,97576.0,940.1440691066904,211.57821076189404
23.0,450.0,3625.0,SUB-DISTRICT,Bahoriband,Rural,185.0,10.0,0.0,45738.0,198914.0,101338.0,97576.0,940.1440691066904,211.57821076189404
23.0,450.0,3625.0,SUB-DISTRICT,Bahoriband,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,450.0,3626.0,SUB-DISTRICT,Dhimarkheda,Total,201.0,20.0,0.0,42085.0,177829.0,90943.0,86886.0,1002.4534760216848,177.39376864223996
23.0,450.0,3626.0,SUB-DISTRICT,Dhimarkheda,Rural,201.0,20.0,0.0,42085.0,177829.0,90943.0,86886.0,1002.4534760216848,177.39376864223996
